customer_id,gender,senior_citizen,partner,dependents,contract_type,payment_method,paperless_billing,internet_service,phone_service,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,monthly_charges,tenure_months,is_active,ticket_count,avg_satisfaction,churned,predicted_total_tenure_months,predicted_clv,segment_cluster,segment_label
CU-00788,Male,0,1,1,Month-to-month,Bank transfer (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.94,5,1,0,3.0,0,9.791249914327537,253.99,3,Low-Value / New
CU-00789,Male,0,1,1,Two year,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.79,15,1,0,3.0,0,17.968279537967355,445.43,3,Low-Value / New
CU-00790,Female,0,1,1,Month-to-month,Credit card (automatic),0,DSL,1,No,No,Yes,No,No,No,Yes,65.25,24,1,0,3.0,0,24.0,1566.0,2,Price-Sensitive
CU-00791,Male,1,0,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,No,No,No,No,No,No,62.44,31,0,4,3.0,1,31.0,1935.64,1,Growing / Mid-Value
CU-00792,Female,0,1,0,One year,Bank transfer (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,No,No,71.21,9,1,1,3.0,0,15.999947409201887,1139.36,2,Price-Sensitive
CU-00793,Female,0,1,1,Month-to-month,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.79,32,1,1,5.0,0,32.0,633.28,3,Low-Value / New
CU-00794,Female,0,0,0,Month-to-month,Mailed check,0,Fiber optic,1,Yes,No,Yes,Yes,No,No,No,85.86,17,0,1,4.0,1,17.0,1459.62,2,Price-Sensitive
CU-00795,Male,0,1,0,Month-to-month,Mailed check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.37,25,1,0,3.0,0,25.0,534.25,3,Low-Value / New
CU-00796,Female,0,0,1,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,Yes,Yes,No,No,No,Yes,85.34,8,0,0,3.0,1,8.0,682.72,2,Price-Sensitive
CU-00797,Female,1,1,0,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,76.6,10,0,0,3.0,1,10.0,766.0,2,Price-Sensitive
CU-00798,Female,0,0,0,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,No,No,No,Yes,No,68.39,3,0,1,3.0,1,3.0,205.17,2,Price-Sensitive
CU-00799,Female,0,0,1,One year,Electronic check,0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.39,35,1,3,2.3333,0,35.0,643.65,1,Growing / Mid-Value
CU-00800,Female,0,1,0,Month-to-month,Mailed check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,28.59,31,1,1,5.0,0,31.0,886.29,3,Low-Value / New
CU-00801,Female,0,0,0,Two year,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,Yes,77.58,38,1,0,3.0,0,38.0,2948.04,0,High-Value Loyal
CU-00802,Male,0,0,1,One year,Credit card (automatic),1,DSL,1,No,No,No,No,No,No,Yes,54.47,14,1,0,3.0,0,14.0,762.58,2,Price-Sensitive
CU-00803,Female,0,1,1,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,Yes,No,No,No,No,Yes,Yes,77.32,35,0,1,1.0,1,35.0,2706.2,0,High-Value Loyal
CU-00804,Female,0,1,0,Two year,Credit card (automatic),1,Fiber optic,1,No,No,No,No,No,No,No,68.06,53,1,1,3.0,0,53.0,3607.18,0,High-Value Loyal
CU-00805,Male,0,1,0,Month-to-month,Electronic check,1,Fiber optic,0,No phone service,No,Yes,Yes,No,No,No,68.98,4,1,0,3.0,0,13.041199835848222,899.58,2,Price-Sensitive
CU-00806,Female,0,0,1,Two year,Bank transfer (automatic),1,Fiber optic,0,No phone service,Yes,No,Yes,No,Yes,Yes,78.4,13,1,0,3.0,0,14.581856076622246,1143.22,2,Price-Sensitive
CU-00807,Female,0,0,0,Month-to-month,Mailed check,1,DSL,0,No phone service,Yes,No,Yes,No,No,Yes,56.61,13,0,1,5.0,1,13.0,735.93,2,Price-Sensitive
CU-00808,Female,0,1,0,Month-to-month,Mailed check,1,Fiber optic,0,No phone service,Yes,No,No,No,No,No,64.92,33,1,1,5.0,0,33.0,2142.36,0,High-Value Loyal
CU-00809,Male,0,0,0,Two year,Electronic check,0,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.41,46,1,0,3.0,0,46.0,892.86,3,Low-Value / New
CU-00810,Male,0,0,1,Two year,Credit card (automatic),1,DSL,1,No,No,No,Yes,Yes,No,No,56.48,28,1,1,3.0,0,28.0,1581.44,0,High-Value Loyal
CU-00811,Female,0,1,1,Month-to-month,Mailed check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.51,29,1,0,3.0,0,29.0,623.79,3,Low-Value / New
CU-00812,Female,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,No,Yes,No,No,No,50.28,10,1,1,1.0,0,12.320059891085993,619.45,2,Price-Sensitive
CU-00813,Male,0,0,1,Two year,Bank transfer (automatic),0,DSL,1,Yes,No,Yes,No,No,No,No,55.95,31,1,1,3.0,0,31.0,1734.45,0,High-Value Loyal
CU-00814,Female,0,0,1,One year,Electronic check,1,DSL,1,Yes,No,No,Yes,No,No,No,50.59,39,1,2,3.5,0,39.0,1973.01,1,Growing / Mid-Value
CU-00815,Female,0,0,0,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,Yes,Yes,No,No,No,82.39,11,0,0,3.0,1,11.0,906.29,2,Price-Sensitive
CU-00816,Female,0,0,0,Month-to-month,Credit card (automatic),1,DSL,1,No,Yes,No,No,No,No,No,47.4,2,0,0,3.0,1,2.0,94.8,2,Price-Sensitive
CU-00817,Female,0,0,0,Two year,Mailed check,1,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,49,1,1,1.0,0,49.0,882.0,3,Low-Value / New
CU-00818,Male,0,0,1,Two year,Credit card (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,Yes,No,73.9,19,1,1,5.0,0,20.009504044976982,1478.7,2,Price-Sensitive
CU-00819,Male,0,1,0,Two year,Electronic check,1,Fiber optic,1,Yes,No,Yes,Yes,No,No,No,75.84,16,1,0,3.0,0,16.0,1213.44,2,Price-Sensitive
CU-00820,Male,0,1,0,Month-to-month,Credit card (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.88,13,0,0,3.0,1,13.0,284.44,3,Low-Value / New
CU-00821,Female,0,0,0,One year,Credit card (automatic),0,DSL,1,Yes,No,Yes,No,No,No,No,53.27,8,1,0,3.0,0,14.241370460086328,758.64,2,Price-Sensitive
CU-00822,Male,0,0,0,Month-to-month,Mailed check,1,DSL,1,No,No,No,No,No,No,No,44.02,15,0,1,1.0,1,15.0,660.3,3,Low-Value / New
CU-00823,Male,1,0,1,One year,Mailed check,0,DSL,1,No,No,Yes,Yes,No,No,No,61.87,2,1,0,3.0,0,13.719803469282015,848.84,2,Price-Sensitive
CU-00824,Male,0,0,0,One year,Mailed check,1,Fiber optic,1,Yes,Yes,No,Yes,No,No,No,82.6,12,1,0,3.0,0,12.0,991.2,2,Price-Sensitive
CU-00825,Female,0,0,1,Month-to-month,Electronic check,1,DSL,1,Yes,No,No,Yes,Yes,Yes,No,77.31,1,0,0,3.0,1,1.0,77.31,2,Price-Sensitive
CU-00826,Female,0,1,0,One year,Bank transfer (automatic),0,Fiber optic,1,No,No,No,No,No,No,No,64.18,27,0,1,4.0,1,27.0,1732.86,0,High-Value Loyal
CU-00827,Male,0,1,0,Month-to-month,Electronic check,0,DSL,1,Yes,Yes,No,No,No,No,No,51.34,19,1,0,3.0,0,19.0,975.46,2,Price-Sensitive
CU-00828,Male,0,1,1,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,Yes,No,No,Yes,No,No,76.72,8,1,0,3.0,0,12.112187417360207,929.25,2,Price-Sensitive
CU-00829,Female,0,0,0,Month-to-month,Credit card (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.55,24,1,1,2.0,0,24.0,589.2,3,Low-Value / New
CU-00830,Male,1,0,0,One year,Bank transfer (automatic),0,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,71.37,26,1,0,3.0,0,26.0,1855.62,0,High-Value Loyal
CU-00831,Male,1,1,1,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,No,No,Yes,No,78.54,8,0,0,3.0,1,8.0,628.32,2,Price-Sensitive
CU-00832,Male,0,0,0,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,74.61,27,1,0,3.0,0,27.0,2014.47,0,High-Value Loyal
CU-00833,Male,0,1,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,Yes,No,Yes,No,No,Yes,Yes,83.07,36,0,0,3.0,1,36.0,2990.52,0,High-Value Loyal
CU-00834,Male,0,0,0,One year,Credit card (automatic),1,Fiber optic,1,Yes,No,No,No,No,No,Yes,67.22,33,1,1,2.0,0,33.0,2218.26,0,High-Value Loyal
CU-00835,Male,0,1,0,Month-to-month,Mailed check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.74,18,1,1,4.0,0,18.0,481.32,3,Low-Value / New
CU-00836,Male,0,1,1,Two year,Mailed check,1,DSL,1,Yes,Yes,No,No,No,No,Yes,65.86,3,1,0,3.0,0,17.643730116143022,1162.02,2,Price-Sensitive
CU-00837,Female,0,1,1,Two year,Mailed check,1,DSL,1,No,No,No,No,Yes,Yes,Yes,62.92,13,1,1,4.0,0,17.884566239556026,1125.3,2,Price-Sensitive
CU-00838,Male,0,1,0,Month-to-month,Credit card (automatic),0,DSL,1,No,No,No,No,No,No,No,47.16,34,1,2,4.0,0,34.0,1603.44,1,Growing / Mid-Value
CU-00839,Female,0,0,1,One year,Bank transfer (automatic),1,DSL,1,No,No,Yes,Yes,No,Yes,Yes,67.1,29,1,0,3.0,0,29.0,1945.9,0,High-Value Loyal
CU-00840,Female,0,0,1,Month-to-month,Electronic check,1,DSL,1,Yes,Yes,Yes,No,No,Yes,Yes,72.62,18,0,1,4.0,1,18.0,1307.16,2,Price-Sensitive
CU-00841,Male,1,1,0,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,Yes,No,Yes,No,Yes,60.25,17,0,2,4.0,1,17.0,1024.25,1,Growing / Mid-Value
CU-00842,Female,0,0,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,Yes,No,No,Yes,Yes,Yes,86.64,8,0,0,3.0,1,8.0,693.12,2,Price-Sensitive
CU-00843,Male,0,0,0,Month-to-month,Bank transfer (automatic),0,DSL,1,No,No,No,No,No,No,Yes,54.03,19,0,1,5.0,1,19.0,1026.57,2,Price-Sensitive
CU-00844,Female,0,0,1,Two year,Bank transfer (automatic),1,DSL,1,Yes,No,No,No,No,No,No,43.05,25,1,1,4.0,0,25.0,1076.25,3,Low-Value / New
CU-00845,Male,0,0,1,Two year,Credit card (automatic),1,Fiber optic,1,No,Yes,No,Yes,No,Yes,Yes,88.3,24,0,2,4.0,1,24.0,2119.2,1,Growing / Mid-Value
CU-00846,Male,0,0,0,Two year,Bank transfer (automatic),0,DSL,1,Yes,No,No,No,No,Yes,No,58.58,5,1,0,3.0,0,16.420186540852114,961.89,2,Price-Sensitive
CU-00847,Male,0,1,1,Two year,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.09,43,1,0,3.0,0,43.0,906.87,3,Low-Value / New
CU-00848,Female,0,0,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,No,No,Yes,No,No,No,No,76.91,4,1,0,3.0,0,11.64614901952923,895.71,2,Price-Sensitive
CU-00849,Female,0,0,0,Month-to-month,Credit card (automatic),1,DSL,1,Yes,No,Yes,No,No,No,Yes,60.8,12,1,0,3.0,0,12.0,729.6,2,Price-Sensitive
CU-00850,Female,0,1,1,Month-to-month,Bank transfer (automatic),1,DSL,1,No,No,Yes,Yes,No,No,No,64.98,23,1,0,3.0,0,23.0,1494.54,2,Price-Sensitive
CU-00851,Male,0,1,0,One year,Electronic check,0,Fiber optic,1,Yes,No,No,No,No,Yes,Yes,75.92,43,1,0,3.0,0,43.0,3264.56,0,High-Value Loyal
CU-00852,Female,0,1,0,Month-to-month,Electronic check,1,DSL,1,No,No,No,No,Yes,No,No,59.64,17,1,0,3.0,0,17.0,1013.88,2,Price-Sensitive
CU-00853,Male,1,0,0,Two year,Electronic check,0,DSL,1,Yes,No,Yes,No,No,No,No,50.32,13,1,1,5.0,0,21.126675426358652,1063.09,2,Price-Sensitive
CU-00854,Female,0,1,0,One year,Electronic check,0,Fiber optic,1,No,No,No,No,No,No,Yes,70.86,35,0,0,3.0,1,35.0,2480.1,0,High-Value Loyal
CU-00855,Male,0,0,0,One year,Electronic check,1,Fiber optic,1,No,No,Yes,No,No,No,Yes,80.1,31,1,2,5.0,0,31.0,2483.1,1,Growing / Mid-Value
CU-00856,Male,0,0,0,Month-to-month,Electronic check,1,DSL,1,Yes,No,No,Yes,No,No,Yes,58.53,20,1,0,3.0,0,20.0,1170.6,2,Price-Sensitive
CU-00857,Male,1,0,1,Month-to-month,Credit card (automatic),0,DSL,1,Yes,Yes,No,No,No,Yes,No,59.13,8,0,0,3.0,1,8.0,473.04,2,Price-Sensitive
CU-00858,Male,0,0,1,Month-to-month,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.84,1,1,0,3.0,0,10.845581404908806,291.1,3,Low-Value / New
CU-00859,Female,0,0,0,Two year,Mailed check,1,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.63,16,1,0,3.0,0,16.0,298.08,3,Low-Value / New
CU-00860,Male,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,No,No,No,No,Yes,75.65,36,0,4,3.5,1,36.0,2723.4,1,Growing / Mid-Value
CU-00861,Female,0,0,1,One year,Credit card (automatic),0,Fiber optic,1,Yes,Yes,No,No,No,No,Yes,78.98,31,1,0,3.0,0,31.0,2448.38,0,High-Value Loyal
CU-00862,Male,0,0,0,Two year,Mailed check,1,Fiber optic,1,Yes,No,No,No,No,No,Yes,67.61,16,1,1,4.0,0,20.131473912481933,1361.09,2,Price-Sensitive
CU-00863,Female,1,0,0,Month-to-month,Credit card (automatic),0,DSL,1,No,No,No,No,No,No,Yes,54.61,10,0,1,1.0,1,10.0,546.1,2,Price-Sensitive
CU-00864,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,Fiber optic,1,No,No,No,No,No,Yes,Yes,73.74,3,0,0,3.0,1,3.0,221.22,2,Price-Sensitive
CU-00865,Male,0,1,0,Month-to-month,Electronic check,0,DSL,1,Yes,Yes,No,No,Yes,No,Yes,69.53,23,0,1,4.0,1,23.0,1599.19,2,Price-Sensitive
CU-00866,Female,0,0,0,One year,Credit card (automatic),0,Fiber optic,1,Yes,Yes,No,Yes,No,No,Yes,80.63,37,1,0,3.0,0,37.0,2983.31,0,High-Value Loyal
CU-00867,Male,0,1,0,Two year,Mailed check,0,DSL,1,Yes,No,No,No,Yes,Yes,Yes,70.12,19,1,0,3.0,0,19.0,1332.28,2,Price-Sensitive
CU-00868,Male,1,0,0,Month-to-month,Mailed check,1,DSL,1,No,No,Yes,No,No,No,No,53.16,25,1,0,3.0,0,25.0,1329.0,2,Price-Sensitive
CU-00869,Female,0,1,1,Month-to-month,Bank transfer (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,21.51,9,1,1,5.0,0,9.701398046885956,208.68,3,Low-Value / New
CU-00870,Female,0,1,1,Month-to-month,Bank transfer (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.48,38,1,0,3.0,0,38.0,1006.24,3,Low-Value / New
CU-00871,Male,0,1,0,One year,Credit card (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,29.21,7,1,0,3.0,0,15.19942274393258,443.98,3,Low-Value / New
CU-00872,Male,0,1,1,Month-to-month,Bank transfer (automatic),0,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.38,27,1,0,3.0,0,27.0,658.26,3,Low-Value / New
CU-00873,Female,0,1,0,One year,Bank transfer (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.84,20,1,0,3.0,0,20.0,496.8,3,Low-Value / New
CU-00874,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,Yes,Yes,No,No,No,No,62.05,8,1,0,3.0,0,10.997847324712396,682.42,2,Price-Sensitive
CU-00875,Male,0,0,1,One year,Credit card (automatic),1,Fiber optic,1,No,No,Yes,Yes,No,No,Yes,84.09,23,1,0,3.0,0,23.0,1934.07,0,High-Value Loyal
CU-00876,Male,0,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,Yes,Yes,Yes,No,Yes,90.4,23,1,0,3.0,0,23.0,2079.2,0,High-Value Loyal
CU-00877,Female,0,1,0,Month-to-month,Electronic check,1,DSL,1,No,No,No,No,No,Yes,No,50.1,26,1,1,5.0,0,26.0,1302.6,2,Price-Sensitive
CU-00878,Female,0,0,0,Two year,Bank transfer (automatic),0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,24.43,8,1,0,3.0,0,14.12494300220178,345.07,3,Low-Value / New
CU-00879,Male,0,0,1,Month-to-month,Electronic check,0,DSL,1,Yes,Yes,No,Yes,No,No,No,54.78,7,0,2,4.5,1,7.0,383.46,1,Growing / Mid-Value
CU-00880,Male,0,1,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,No,Yes,No,No,Yes,82.47,23,0,3,3.3333,1,23.0,1896.81,1,Growing / Mid-Value
CU-00881,Male,0,0,1,One year,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.73,22,1,1,5.0,0,22.0,456.06,3,Low-Value / New
CU-00882,Female,1,0,1,One year,Electronic check,0,DSL,1,No,Yes,Yes,No,No,No,Yes,66.11,31,1,0,3.0,0,31.0,2049.41,0,High-Value Loyal
CU-00883,Male,0,0,1,Month-to-month,Electronic check,1,Fiber optic,1,No,Yes,No,Yes,No,No,Yes,89.2,25,0,3,3.6667,1,25.0,2230.0,1,Growing / Mid-Value
CU-00884,Male,1,1,0,Month-to-month,Electronic check,1,Fiber optic,1,Yes,No,Yes,Yes,No,Yes,No,81.52,2,1,0,3.0,0,10.598032685922073,863.95,2,Price-Sensitive
CU-00885,Female,1,1,0,Month-to-month,Mailed check,1,Fiber optic,1,No,No,No,Yes,No,No,Yes,72.55,4,0,0,3.0,1,4.0,290.2,2,Price-Sensitive
CU-00886,Male,0,0,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,Yes,Yes,No,Yes,84.25,1,0,0,3.0,1,1.0,84.25,2,Price-Sensitive
CU-00887,Female,0,0,0,Month-to-month,Electronic check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.65,16,1,0,3.0,0,16.0,314.4,3,Low-Value / New
CU-00888,Male,0,0,1,Two year,Credit card (automatic),1,Fiber optic,0,No phone service,Yes,No,Yes,No,No,Yes,83.83,52,1,0,3.0,0,52.0,4359.16,0,High-Value Loyal
CU-00889,Male,0,0,0,Two year,Credit card (automatic),1,DSL,1,Yes,No,No,No,No,No,No,47.5,26,1,1,4.0,0,26.0,1235.0,3,Low-Value / New
CU-00890,Male,0,1,1,Month-to-month,Electronic check,0,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.93,17,1,2,4.0,0,17.0,440.81,3,Low-Value / New
CU-00891,Female,0,1,0,Month-to-month,Credit card (automatic),0,Fiber optic,1,Yes,No,Yes,Yes,No,No,Yes,87.64,5,1,0,3.0,0,13.299592597072245,1165.58,2,Price-Sensitive
CU-00892,Female,0,0,1,Month-to-month,Bank transfer (automatic),0,DSL,1,Yes,No,Yes,Yes,No,No,Yes,71.02,23,1,0,3.0,0,23.0,1633.46,2,Price-Sensitive
CU-00893,Female,0,1,0,Month-to-month,Electronic check,1,DSL,1,Yes,Yes,No,No,No,No,No,53.05,20,1,0,3.0,0,20.0,1061.0,2,Price-Sensitive
CU-00894,Male,0,1,0,Two year,Bank transfer (automatic),1,DSL,1,Yes,Yes,Yes,Yes,No,Yes,No,82.86,5,1,0,3.0,0,18.54615321863764,1536.73,2,Price-Sensitive
CU-00895,Female,0,0,1,Month-to-month,Credit card (automatic),1,DSL,1,Yes,No,No,No,No,No,No,44.37,37,1,2,3.5,0,37.0,1641.69,1,Growing / Mid-Value
CU-00896,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,No,No,No,No,No,48.07,5,0,2,3.0,1,5.0,240.35,1,Growing / Mid-Value
CU-00897,Male,0,1,0,Month-to-month,Electronic check,1,DSL,1,No,No,No,No,Yes,Yes,No,69.09,1,1,1,3.0,0,16.28171795911538,1124.9,2,Price-Sensitive
CU-00898,Female,0,0,0,Month-to-month,Electronic check,1,Fiber optic,0,No phone service,No,No,Yes,Yes,Yes,Yes,86.49,9,0,1,5.0,1,9.0,778.41,2,Price-Sensitive
CU-00899,Male,0,1,0,Month-to-month,Electronic check,0,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,19.89,14,1,0,3.0,0,14.0,278.46,3,Low-Value / New
CU-00900,Male,1,0,1,One year,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,20.35,21,1,0,3.0,0,21.0,427.35,3,Low-Value / New
CU-00901,Male,0,1,1,Month-to-month,Electronic check,1,Fiber optic,0,No phone service,No,Yes,Yes,Yes,No,No,85.81,32,1,1,1.0,0,32.0,2745.92,0,High-Value Loyal
CU-00902,Male,0,1,0,Month-to-month,Mailed check,1,Fiber optic,1,No,No,No,No,No,Yes,No,72.77,2,0,1,5.0,1,2.0,145.54,2,Price-Sensitive
CU-00903,Male,0,1,0,Month-to-month,Mailed check,1,No,0,No phone service,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.0,4,1,0,3.0,0,10.867987765519619,195.62,3,Low-Value / New
CU-00904,Female,0,1,0,One year,Mailed check,1,DSL,1,Yes,No,No,No,No,Yes,Yes,63.39,33,1,1,3.0,0,33.0,2091.87,0,High-Value Loyal
CU-00905,Male,0,1,1,Month-to-month,Mailed check,0,DSL,1,No,No,No,No,No,Yes,Yes,59.69,3,0,0,3.0,1,3.0,179.07,2,Price-Sensitive
CU-00906,Female,1,1,1,Month-to-month,Electronic check,0,Fiber optic,1,Yes,No,No,No,No,Yes,No,68.58,2,0,0,3.0,1,2.0,137.16,2,Price-Sensitive
CU-00907,Female,0,0,1,Month-to-month,Mailed check,1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,18.7,23,1,0,3.0,0,23.0,430.1,3,Low-Value / New
CU-00908,Male,1,0,0,Month-to-month,Credit card (automatic),1,Fiber optic,1,No,Yes,Yes,Yes,No,No,No,89.58,4,0,0,3.0,1,4.0,358.32,2,Price-Sensitive
CU-00909,Male,0,1,0,Month-to-month,Bank transfer (automatic),1,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,26.79,7,0,1,5.0,1,7.0,187.53,3,Low-Value / New
CU-00910,Male,0,1,0,Month-to-month,Mailed check,1,DSL,1,No,No,Yes,No,No,No,Yes,57.19,2,1,0,3.0,0,10.968554167649136,627.29,2,Price-Sensitive
CU-00911,Female,0,0,0,Month-to-month,Electronic check,1,DSL,0,No phone service,No,No,No,No,No,No,45.4,4,0,1,4.0,1,4.0,181.6,3,Low-Value / New
CU-00912,Male,1,0,1,Month-to-month,Electronic check,0,Fiber optic,1,Yes,Yes,No,No,No,No,No,71.9,10,0,1,4.0,1,10.0,719.0,2,Price-Sensitive
CU-00913,Female,0,1,0,Month-to-month,Bank transfer (automatic),0,Fiber optic,1,No,No,Yes,No,Yes,Yes,Yes,88.8,19,0,0,3.0,1,19.0,1687.2,2,Price-Sensitive
CU-00914,Male,0,0,1,One year,Mailed check,1,Fiber optic,1,No,No,No,Yes,Yes,Yes,Yes,90.89,18,1,0,3.0,0,18.0,1636.02,2,Price-Sensitive
CU-00915,Female,0,0,0,One year,Electronic check,1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,25.14,42,1,2,4.0,0,42.0,1055.88,1,Growing / Mid-Value
CU-00916,Male,0,1,1,Month-to-month,Electronic check,1,DSL,1,No,No,Yes,Yes,Yes,Yes,Yes,72.39,28,1,0,3.0,0,28.0,2026.92,0,High-Value Loyal
CU-00917,Male,0,1,0,Month-to-month,Mailed check,0,DSL,0,No phone service,No,No,No,No,No,No,41.2,16,1,2,3.0,0,16.0,659.2,1,Growing / Mid-Value
CU-00918,Female,1,0,0,One year,Electronic check,0,DSL,1,Yes,No,No,Yes,No,No,No,46.61,21,1,0,3.0,0,21.0,978.81,3,Low-Value / New
CU-00919,Female,0,0,0,Two year,Credit card (automatic),1,No,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,22.55,39,1,1,2.0,0,39.0,879.45,3,Low-Value / New
CU-00920,Male,0,0,1,One year,Electronic check,1,Fiber optic,0,No phone service,No,No,No,No,No,No,58.64,40,1,0,3.0,0,40.0,2345.6,0,High-Value Loyal
CU-00921,Female,0,0,0,Month-to-month,Credit card (automatic),1,DSL,1,No,No,Yes,No,Yes,Yes,No,71.65,4,0,1,4.0,1,4.0,286.6,2,Price-Sensitive
CU-00922,Male,0,1,1,One year,Bank transfer (automatic),1,Fiber optic,0,No phone service,Yes,Yes,No,No,Yes,No,80.07,14,1,0,3.0,0,17.311262173215766,1386.11,2,Price-Sensitive
CU-00923,Female,0,0,0,Month-to-month,Mailed check,0,DSL,1,Yes,No,No,No,Yes,No,No,50.84,17,0,0,3.0,1,17.0,864.28,2,Price-Sensitive
CU-00924,Female,0,0,0,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,No,No,Yes,Yes,Yes,79.9,19,1,0,3.0,0,19.0,1518.1,2,Price-Sensitive
CU-00925,Male,0,0,1,Month-to-month,Mailed check,1,Fiber optic,1,Yes,No,No,No,No,No,No,70.73,26,0,2,4.5,1,26.0,1838.98,1,Growing / Mid-Value
CU-00926,Male,0,0,0,Month-to-month,Bank transfer (automatic),1,DSL,1,Yes,No,No,No,No,No,No,47.18,21,0,3,2.6667,1,21.0,990.78,1,Growing / Mid-Value
CU-00927,Male,1,1,0,Month-to-month,Electronic check,0,Fiber optic,1,No,Yes,Yes,No,No,No,No,75.43,22,0,1,2.0,1,22.0,1659.46,2,Price-Sensitive
CU-00928,Female,1,0,0,Month-to-month,Electronic check,0,Fiber optic,1,No,No,No,No,Yes,Yes,Yes,82.91,15,0,0,3.0,1,15.0,1243.65,2,Price-Sensitive
CU-00929,Female,0,1,1,Month-to-month,Mailed check,0,DSL,1,No,Yes,No,Yes,No,Yes,No,68.54,8,1,0,3.0,0,10.581161726284376,725.23,2,Price-Sensitive
CU-00930,Male,0,1,0,Two year,Electronic check,0,DSL,1,No,Yes,No,No,No,No,Yes,60.8,22,1,1,5.0,0,22.5179410903857,1369.09,2,Price-Sensitive
CU-00931,Male,1,0,0,Month-to-month,Electronic check,1,DSL,0,No phone service,No,No,Yes,No,Yes,No,61.6,9,0,1,5.0,1,9.0,554.4,2,Price-Sensitive
